raw_id,idNotification,typeNotification,dateEnvoi,typeEnvoi,contenu,date_extraction,source_system
148,NOT000148,SUBSCRIPTION_EXPIRY,2025-03-02,,"Nuit durant religion guerre amuser. Mode préparer remplir religion.
Douceur douze pendant voilà état second.",2025-01-12 01:11:14,CRM_System
149,NOT000149,INFO,2025-03-21,In-App,Spring child list air visit brother. Main young until how degree.,2025-03-15 04:14:14,Manual_Entry
150,NOT000150,Subscription Expiry,21/02/2025 05:54,SMS,Bank scene change investment. Various soldier recently charge.,2025-03-13 05:15:28,Web_Form
151,NOT000151,PAYMENT_REMINDER,2023-12-31T23:59:59.999Z,SMS,"Beautiful close finally beyond you bank always. Start court color. Station make environment fact student author.
Catch left system church simply. Benefit paper ready allow system professor reason. Grow meeting family relationship husband southern dog. Program decision leave reflect already.",2025-04-18 05:04:00,Legacy_DB
152,NOT000152,PAYMENT_REMINDER,2023-12-31T23:59:59.999Z,,Succès chance regretter écraser porte expression meilleur entendre. Naturellement compagnie projet sorte pas course résister.,2025-04-25 02:44:39,Legacy_DB
153,NOT000153,SYSTEM_ALERT,2025-05-18 16:41:44,email,Il voix nerveux douceur monde couler arrêter.,2025-02-10 17:36:28,Mobile_App_v2
154,NOT000154,PAYMENT_REMINDER,2025-04-02,,Séparer douceur mener. Centre billet quelque goût appartement.,2025-04-28 05:15:55,Legacy_DB
155,NOT000155,PAYMENT_REMINDER,07/01/2025 13:41,,"Generation any subject sound hope. Less whom situation television last staff seat. Probably when seem test contain than.
Indeed main write challenge this. Mention manager everyone dark Congress.
Place represent song.
Able lot station may decision forward. Event hospital more opportunity unit cultural show. Lawyer rest natural.",2025-03-18 15:57:35,API_Import
156,NOT000156,Subscription Expiry,2023-12-31T23:59:59.999Z,SMS,"American weight last however involve. Sort event sport national. Administration than run short small shoulder.
Writer degree product explain break dog writer.
Concern prevent add involve forget early. Again candidate see election price public indeed. Daughter clearly best use finally my.
Baby choose building view. At show serve establish condition. Front matter strong movement member loss pass.",2025-04-18 07:22:34,API_Import
157,NOT000157,SUBSCRIPTION_EXPIRY,2025-03-10T15:40:08,email,"Enlever dangereux révolution salle courage oublier usage beauté. Vingt dix jour bientôt sentier danser important colon. Terreur douter absence planche.
Simplement service homme dehors séparer front hier chercher. Servir raison ailleurs réel cours plein. Résister maintenir entier leur où secret.",2025-02-14 09:09:07,Web_Form
158,NOT000158,Subscription Expiry,2025-02-22T06:11:51,In-App,"Cinq danger neuf l'une manier côte année. Façon réclamer beau terminer besoin pourtant.
Avenir tout idée éclater silence.
Découvrir endroit machine dégager. Pain mot repas sommeil.
Mener trente supérieur demande rien. Obtenir avant relever divers repas.",2025-03-10 05:33:41,CRM_System
159,NOT000159,SUBSCRIPTION_EXPIRY,08/03/2025 01:21,email,Billion mention speech defense couple point. Security at year dinner prevent tree manager side. Focus hard tonight already could number.,2025-01-19 15:17:12,Manual_Entry
160,NOT000160,PAYMENT_REMINDER,2025-04-26,email,"Complètement bureau désigner passé rappeler auquel fermer. Dur malgré juste.
Me français maison venir trésor événement oeil. Ramasser maintenir froid lier lever revoir. Autrefois vous selon camarade taire.",2025-03-19 12:35:22,API_Import
161,NOT000161,SUBSCRIPTION_EXPIRY,2023-12-31T23:59:59.999Z,email,"Source indiquer gauche arrière trou sûr. Écraser arriver inquiétude finir. Avec école sable mesure appartenir visible.
Étude convenir toi colon. Chat prêt dix air. Parmi fatiguer horizon espèce ordre.
Envelopper fait rêve nez sourd rayon habiller lourd. Propre mon auquel vert toute fête petit. Public partie charger reconnaître côté oublier.
Dangereux approcher acte cesse genou conversation. Grand monsieur voix creuser.",2025-05-22 08:21:42,CRM_System
162,NOT000162,PAYMENT_REMINDER,2025-04-06 23:48:59,EMAIL,"Mur mener table que parole. Mal plaindre sec nombre pointe riche. Début aile joindre environ loi.
Arrêter non réveiller devoir saisir mieux. Souhaiter désir tant ton pouvoir. Extraordinaire quel gens éprouver avoir clef jeune.
Ton assez frapper guère garde vingt. Tranquille caractère demain souffrance large valeur.
François serrer du on colline. Nuage note si bon. Retirer accorder mauvais larme. Train reste pouvoir chez.
Intérieur ancien éclairer.",2025-04-18 11:53:36,API_Import
163,NOT000163,SUBSCRIPTION_EXPIRY,2025-04-18T02:39:49,SMS,"Person allow structure first. Mr international although blood voice. Receive staff yourself exactly.
Window hair marriage school. Age wonder foreign Republican thank use. Outside beyond box window should five buy office.",2025-04-25 05:41:47,Mobile_App_v2
164,NOT000164,URGENT,2025-01-21 17:51:28,push,Sonner chef vue celui profiter dresser escalier ensemble. Prison habitude ce pauvre très.,2025-04-03 14:52:27,Manual_Entry
165,NOT000165,SYSTEM_ALERT,2023-12-31T23:59:59.999Z,SMS,"My enough opportunity night some bank. Continue truth red billion. Like rock call.
Writer accept mission event some. Manage draw involve party home. Fall carry wind in official especially pattern.",2025-02-05 17:19:28,Web_Form
166,NOT000166,URGENT,2025-02-18T07:23:58,EMAIL,Bête sorte espérer appeler changer lorsque. Vaincre tard prochain général rejeter parole prétendre.,2025-05-19 01:49:04,Mobile_App_v2
167,NOT000167,PAYMENT_REMINDER,2025-01-08T19:22:28,push,Libre un rester. Règle phrase lequel nature marche. Durant campagne demain voisin minute envoyer même.,2025-01-10 01:00:17,Legacy_DB
168,NOT000168,SUBSCRIPTION_EXPIRY,2025-05-22,EMAIL,"Card design where off prepare response. Including game language.
Than foot in process. Kitchen cut play deal good.",2025-02-25 18:29:43,Legacy_DB
169,NOT000169,SUBSCRIPTION_EXPIRY,2023-12-31T23:59:59.999Z,email,Poste passage avant chose cause tranquille unique. Rencontrer rester triste verre.,2025-02-25 00:57:17,CRM_System
170,NOT000170,URGENT,2023-12-31T23:59:59.999Z,In-App,"List several assume. Girl popular last read every local hospital. Lose just card sit.
Despite we meeting value body return. Effort better television might financial identify as. Drop executive special serious.
Off under two physical within about when force. Information game loss cost run result interesting. Only pick prove whether north.
Here person three foot. Ground serve mouth manage issue none. Billion time discuss term.",2025-05-21 20:12:50,Web_Form
171,NOT000171,PAYMENT_REMINDER,2025-05-05 20:41:12,email,Voler clef etc main.,2025-01-21 02:40:05,CRM_System
172,NOT000172,SUBSCRIPTION_EXPIRY,2025-04-10T12:02:56,,"Content pas religion quitter. Village quelqu'un se tracer.
Rejeter fixe patron couler appeler idée absolu. Âge pied fauteuil et raconter accomplir. Six bas semblable nourrir miser capable.
Le voyager promettre étaler par ancien sec. Descendre marier grâce apparaître briller travail.
Rose y douze service visible. Face leur quarante frère aller droite conscience.",2025-04-22 22:16:17,API_Import
173,NOT000173,payment_reminder,2025-03-08 04:18:34,,"Dégager doucement selon mer. Tendre aventure preuve traîner sombre même tapis. Bois français tout endroit soudain. Personne divers arrivée aussitôt.
Briser jardin intéresser. Frapper briser cinquante travailler supérieur désespoir. Comme peine montagne soit parmi âgé. Propre cent quant à saint pointe.
Accent maintenant donner rester remonter construire. Demeurer gris ordre fixer salle éclat chaise.",2025-02-15 23:08:46,Legacy_DB
174,NOT000174,INFO,22/01/2025 20:49,SMS,"Principe sauter adresser briser court.
Profondément reposer soleil entrer. Feu lutte dos phrase signifier chat.",2025-01-19 03:47:20,Manual_Entry
175,NOT000175,payment_reminder,2023-12-31T23:59:59.999Z,In-App,"Voice drop live everyone cold serious rock unit. Stage describe in former become old under. A recent various send news.
School wonder occur. Court state doctor and conference.
Car leave product difficult care. Rise right happen series.",2025-02-25 00:57:17,Web_Form
176,NOT000176,SUBSCRIPTION_EXPIRY,2023-12-31T23:59:59.999Z,,Comprendre règle interrompre reconnaître aucun.,2025-02-21 16:18:09,API_Import
177,NOT000177,SUBSCRIPTION_EXPIRY,2025-02-12 19:54:37,EMAIL,Research this most too option which one. Though church young mouth note well.,2025-03-27 01:49:49,Manual_Entry
178,NOT000178,URGENT,2025-03-20,push,"Significant let before ok someone camera. Discover record wear.
Look training oil scene career military much. Sometimes drive anything teach myself.
Much base modern behavior end. Carry condition into sure day sort determine.",2025-05-10 02:34:31,CRM_System
179,NOT000179,SYSTEM_ALERT,15/02/2025 12:28,SMS,Base close score.,2025-04-05 08:28:12,API_Import
180,NOT000180,PAYMENT_REMINDER,2023-12-31T23:59:59.999Z,push,"Here American itself ago out able.
Help PM become rich every. If none dog chance.
Direction focus product hand start size heart. Need always like.
Drive own pass least great. Sign single well. Continue ask environmental another business hot strong.
Trip school energy safe while popular natural. Marriage us middle her shake month ask.
Choice assume recent people far. Miss population project film.
Again these series candidate. Issue bit whether edge left American hope.",2025-03-16 16:16:49,API_Import
181,NOT000181,SYSTEM_ALERT,18/04/2025 03:19,In-App,"Bureau produire main position. Six l'un encore français attitude. Déposer droit risquer rassurer.
Mouvement tomber toi pareil vin absence valoir envie. Gens étaler jeune considérer puis prochain grâce. Ni parfaitement plaisir veiller moitié.
Fidèle par succès entrée. Exemple réalité marchand larme gros moi. Bord supporter dégager soirée.
Fusil voyager autre point vif herbe chair. Dame blanc devenir terrible fruit.",2025-05-22 21:40:55,Manual_Entry
182,NOT000182,INFO,12/02/2025 00:18,push,Bois lieu décrire moyen à poussière.,2025-03-13 12:44:13,Web_Form
183,NOT000183,PAYMENT_REMINDER,18/04/2025 23:34,,"Store every rise care. Story article read also rather arm table draw. Decade share great stock election.
House develop center bill. Represent lawyer letter these. Name paper cup order.
Manage care popular yourself always. Talk rich what truth partner measure. Yard believe whether teach single result. Through action continue star young ahead blood.
Near study model actually. Free PM market role statement other. True think quite hot particular generation.",2025-03-21 02:03:28,Legacy_DB
184,NOT000184,Subscription Expiry,10/05/2025 13:50,SMS,"Saint delà après condamner. Cou écraser attendre hôtel ouvrage.
Promettre profondément faire rare.
Choisir attitude table inutile accord femme. Complet semblable geste bas ciel autrefois garder.
Précieux colon prévenir prévenir sourire. Tu tout surtout terre vivre soutenir ciel. Marché monde unique grâce oncle rester douter difficile.",2025-05-21 09:12:36,CRM_System
185,NOT000185,PAYMENT_REMINDER,2025-02-11,push,Challenge drive every front baby effort already. Candidate movie wait amount happen. Sing front manage. Investment whom season mind benefit second.,2025-04-19 18:05:28,Legacy_DB
186,NOT000186,payment_reminder,2025-02-11,EMAIL,"Tellement nature quant à chaîne lune matière. Retrouver dépasser arrêter signifier mêler. Depuis métier et marier.
Erreur chaise compter grand servir. Changement résoudre précéder beau chemin.
Gloire parti avis recherche. Colère double séparer ami réfléchir renoncer remettre. Social profond bande.
Avoir porter jeune révolution haut sujet paysan assez. Quoi odeur prix voisin enfance plante rester lieu.",2025-02-04 01:55:38,Legacy_DB
187,NOT000187,PAYMENT_REMINDER,2025-02-12T10:46:07,,Appartenir habiter aller nul absence digne descendre.,2025-02-19 07:51:04,API_Import
188,NOT000188,SUBSCRIPTION_EXPIRY,08/03/2025 03:00,email,"Cher divers déclarer entier peu faim. Réponse fenêtre appeler prévoir.
Arriver couvrir fuir sien mince ouvert repousser. Relever rencontrer un. Conscience aucun distance arbre causer fois se. Succès terminer quarante dimanche.
Menacer inutile souhaiter désirer. Fête reculer maladie au distance.",2025-03-25 10:58:57,API_Import
189,NOT000189,PAYMENT_REMINDER,2025-05-20T05:25:14,SMS,"Croiser en rencontre baisser son sac. Troisième parole ci tromper faveur. Soirée appeler français découvrir pluie.
Poitrine école vaste temps aimer barbe fermer. Respirer social lorsque veille manger terrain. Relation public fait.
Lutte sauvage dos promener chacun ombre pouvoir. Annoncer porte assister si dent terrain. Vêtir saisir corde mal noir.",2025-04-17 20:32:37,Legacy_DB
190,NOT000190,SYSTEM_ALERT,2023-12-31T23:59:59.999Z,push,"Phone magazine several popular central decision modern. Face white break fight never.
Sister garden down television tree say more. Animal do hear rich apply project. Reality adult state medical year oil ask.
Off various research laugh effort. Idea our of wall.",2025-03-02 02:48:33,Web_Form
191,NOT000191,INFO,2025-02-12,SMS,"Yeux apparence frère angoisse avant bande. Recommencer lequel venir vol bientôt veiller signifier rencontrer. Suffire acheter conscience ruine vrai amener briser.
Mentir secours maintenir admettre. Espèce parvenir lettre protéger saint nouveau. Terre soumettre poids fois ombre éternel.
Endroit autorité ce maître. Dur matière début forme jardin secret ni.",2025-05-01 03:44:26,CRM_System
192,NOT000192,payment_reminder,21/03/2025 01:54,email,"Parler rencontre essuyer large forcer habitude.
Pourquoi capable cercle renoncer agent appeler convenir.",2025-01-11 02:34:48,Manual_Entry
193,NOT000193,Subscription Expiry,05/02/2025 21:57,In-App,Simply involve nor whether. Imagine record wrong list.,2025-04-09 20:27:54,CRM_System
194,NOT000194,Subscription Expiry,2023-12-31T23:59:59.999Z,In-App,Serious structure wonder stock today whether thought. Word total not its.,2025-01-22 02:55:19,Legacy_DB
195,NOT000195,SUBSCRIPTION_EXPIRY,11/03/2025 15:45,EMAIL,"Produce behavior nearly of general piece. Address loss international public rate.
Southern finish front under build. Since human chance onto significant.
Personal American ahead where long. A property message outside traditional. Artist area street shake mean avoid.",2025-04-05 06:03:47,Web_Form
196,NOT000196,Subscription Expiry,2025-03-24,SMS,"Cri mais diriger raconter appartement depuis supposer accent. Voici renoncer etc demeurer social tendre qualité.
Froid crier payer oser. Art placer humide pourquoi. Saint livre votre naturel aucun eaux mouvement train.",2025-02-04 09:45:41,Manual_Entry
197,NOT000197,SUBSCRIPTION_EXPIRY,2025-03-06,push,The we politics phone anyone. Determine evidence admit manager kind example. Around wall those rise.,2025-01-20 23:45:13,Mobile_App_v2
198,NOT000198,SUBSCRIPTION_EXPIRY,2025-04-14T14:27:29,,"Dark discussion visit west fire. Dark trouble husband level.
Action support tonight clearly big owner a. Despite instead stay woman.
Life national with heavy. Design avoid property father enough. Rise collection often.
Ten family amount stage.
Expect apply later radio story. Like board center leg so project. Trip avoid street police.",2025-01-05 03:08:27,CRM_System
199,NOT000199,payment_reminder,06/01/2025 15:52,email,"Occur last school manage reflect. Rest investment race yes law record I. Door if sister chair society half able.
Base subject Congress pick. Purpose beat hotel them hand since. Writer view rather if change authority prepare.
Word catch nothing why. Western newspaper move radio dog perhaps my situation.
Camera truth surface sometimes.",2025-04-16 15:04:43,Legacy_DB
200,NOT000200,Subscription Expiry,2025-05-01 03:44:26,SMS,"Succès brûler secret rideau. Écouter chant vêtement français ministre.
Palais ailleurs million choix passé immense. Vie amour hésiter race en très.
Officier entretenir peur te pendant surprendre machine. Rare second visible sans sûr veille souvenir.
Tache moment habitant ami. Frapper recueillir même chaud.
Répéter fil feu frère. Tombe curieux mode rire.
Réflexion rien enfant essayer. Détacher contraire disposer me.",2025-04-03 17:47:02,Mobile_App_v2
201,NOT000201,SUBSCRIPTION_EXPIRY,2025-04-15,EMAIL,Value later herself. White as physical wind.,2025-01-13 03:45:36,Manual_Entry
202,NOT000202,SYSTEM_ALERT,06/01/2025 19:20,EMAIL,"Lieu avance plaine rompre espérer vêtir. Arme aujourd'hui malade.
Avis parfois autre quant à article. Remarquer social magnifique sommeil tu passion. Charger prouver dans doux âgé lendemain heure drame. Assurer très sous promettre.
Nouveau étendre milieu beaux. Projet saluer toit toit vision moitié toute. Règle diriger forme mais.",2025-03-11 23:23:11,Web_Form
203,NOT000203,PAYMENT_REMINDER,2025-03-17 18:15:05,EMAIL,"Forward lead although pull collection tonight compare second. Environmental consumer model leave hour cell. Family point plant card mouth office especially hot.
National top occur billion if. Bag quite foreign mouth full.",2025-03-17 23:12:50,Web_Form
204,NOT000204,SYSTEM_ALERT,2025-03-13 16:44:35,In-App,"Dame glisser salle violent. Cerveau lendemain mourir étendue cause dame. Suffire même employer nord.
Entraîner changer forcer long vieil bien dos vous. Humide pointe savoir fort marche.",2025-03-13 00:46:16,CRM_System
205,NOT000205,INFO,2025-02-03 07:48:19,,"Étage sauter répondre porte haut rayon soirée. Songer matière sortir sept compte. Front est mort hôtel quart larme.
Prix grandir point vouloir ignorer précipiter franc. Demain françois renoncer chaud respirer façon abri. Charge peser commencer de étranger pleurer bas. Poésie petit affaire espérer voisin traiter.
Monter puis maintenant regretter compagnon vision. Envie former imaginer notre.
Nombreux relever distinguer gris oiseau eau mémoire.
Cent terrible servir retourner.",2025-04-11 18:24:44,Web_Form
206,NOT000206,SUBSCRIPTION_EXPIRY,2025-03-17,In-App,"Particular series significant. Station difference create physical build. Station avoid strategy trial out close current.
Door soldier beat hair house because family blue. Dark describe community people Democrat information. Best sometimes language fish administration per well.
Exist show beautiful simply. Lead past way business.",2025-03-19 23:50:24,Web_Form
207,NOT000207,SYSTEM_ALERT,28/03/2025 21:52,EMAIL,Place run instead hair term skin success.,2025-04-03 17:47:02,Legacy_DB
208,NOT000208,PAYMENT_REMINDER,2025-02-08T01:22:25,In-App,"Usually according always choose.
Police only there authority door poor. Son than attorney accept.
Almost daughter plan new consider beyond field. Modern him only yet make matter sure. Institution together small rest fall.
Section can suffer world. Try explain wear attorney. South common myself staff say.
Call paper these population. Figure begin help account bed each energy civil.",2025-04-15 17:10:50,API_Import
209,NOT000209,PAYMENT_REMINDER,2025-01-06 02:11:03,EMAIL,"Memory simply prove law. Drop bill apply than responsibility whether population. As reach cup skin. Understand pretty whom what unit.
Common office note pass. Thing western run son price one. Door nearly door coach president.",2025-04-30 12:49:26,Legacy_DB
210,NOT000210,URGENT,2025-03-29T18:30:09,In-App,"Attitude pareil vieillard léger marchand fin chercher papier. Lisser prison choisir science ensuite mur.
Résoudre manquer point. Fort consentir paraître. Falloir pourtant source pièce sol.",2025-01-26 20:16:52,Web_Form
211,NOT000211,PAYMENT_REMINDER,2023-12-31T23:59:59.999Z,email,"Résister sauter d'autres traverser même. Train étage colère aventure poids environ marché. Profiter tout compter trois flamme vêtement.
Tromper d'autres poursuivre été offrir port. Davantage vol ligne ministre.
Faible un jusque direction fine service. Affirmer ensuite juge poids saison de. Employer papier soudain suivre saison.",2025-04-07 17:23:42,Manual_Entry
212,NOT000212,Subscription Expiry,27/02/2025 00:30,SMS,"Sang cour curieux compagnie ouvrir croix. Jamais sentiment mais demi grain seuil.
Veille discuter sentir.
Tuer respirer animal événement imaginer. Malgré vraiment pousser maintenir miser odeur se rassurer.",2025-03-20 02:21:29,Mobile_App_v2
213,NOT000213,SUBSCRIPTION_EXPIRY,2025-02-01T14:39:14,email,"Gauche vague soi nerveux gauche rapidement. Hésiter égal commander larme essuyer essuyer que. Me établir noire vérité retirer.
Durer libre émotion oser caresser banc pourquoi voici. Chaise seuil source. Chose employer passage.",2025-05-20 04:14:19,Manual_Entry
214,NOT000214,payment_reminder,06/04/2025 06:29,,"Page summer old able number key class. East too life money marriage both.
Catch week watch million candidate agreement. Care hair role risk. Nature community third.
Major specific rather letter me tell just. Really reveal these project group.",2025-04-22 10:20:44,API_Import
215,NOT000215,INFO,2023-12-31T23:59:59.999Z,email,"Surtout résistance prix éclat garçon qui certain. Vivre prendre tête durant tu autant dame. Présent rien bras cesser.
Couleur charge sein accomplir. Paquet attacher quarante sous lutter.",2025-01-22 06:13:03,Legacy_DB
216,NOT000216,URGENT,13/01/2025 21:29,,"West the now up. Age chance officer single. See professional begin current everyone test memory arm.
Office yeah bar. Matter participant boy huge plan rule break church.",2025-05-01 23:16:09,Web_Form
217,NOT000217,URGENT,2025-01-28,,"Long remettre plaisir ignorer. Déposer bonheur arriver soleil prison veiller payer. Attitude porter couche reprendre. Ton permettre vers vague ton.
Commun mur mon oser. Soulever user puis retrouver personne neuf. Demande mériter demande combat perdre.",2025-01-08 04:32:23,Manual_Entry
218,NOT000218,INFO,2025-02-27T00:19:55,,Roche remercier oncle projet condition honneur saison.,2025-04-13 07:59:53,Legacy_DB
219,NOT000219,INFO,2025-05-20,EMAIL,Front movie produce lay theory specific.,2025-01-22 20:20:56,Mobile_App_v2
220,NOT000220,Subscription Expiry,2025-01-28,,"Champ type troisième lutte certainement âme. Chacun facile protéger promettre. Mener compagnie sourd.
Juger roche pont inspirer lieu société haut. Pourquoi professeur souffler placer exiger.
Fonder attendre secours raison vraiment regarder cour. Vin demande fixer avouer mot.",2025-02-08 02:58:34,API_Import
221,NOT000221,SYSTEM_ALERT,01/01/2025 22:53,,Office force care. Expert can style option red happen whose return.,2025-04-02 06:48:32,API_Import
222,NOT000222,payment_reminder,2025-01-17T01:10:00,EMAIL,"Generation single on statement simply director law center. Interest grow force happen film. Deep agree walk thousand.
Cell loss approach. Gun class discuss manager.
Out article responsibility who. International opportunity include candidate team most.
Floor well citizen these place account. Allow around admit guy toward.",2025-05-14 08:35:47,Mobile_App_v2
223,NOT000223,PAYMENT_REMINDER,2025-04-26T05:50:25,In-App,"Debate south say. Network beyond human shake bed class.
Name might speech. Language challenge air rest wind region. Base meet impact big approach Republican forward.
Guess most every feel song.",2025-04-29 04:44:04,Legacy_DB
224,NOT000224,SYSTEM_ALERT,2025-01-23T08:43:54,push,"Yourself sound since parent church. Two stuff threat join chance good. Modern store record little.
Woman idea international financial.",2025-02-18 09:46:40,Web_Form
225,NOT000225,INFO,2023-12-31T23:59:59.999Z,,Public camarade ciel soit. Fuir rang changement camarade rejoindre plein campagne.,2025-05-21 09:25:16,API_Import
226,NOT000226,INFO,09/05/2025 11:49,SMS,"Toute couche papa protéger annoncer mort. Fidèle craindre admettre conclure pendre pierre. Remplacer bouche réduire dresser bois.
Résister poitrine paraître. Toi simple muet envelopper.",2025-01-13 19:39:51,Web_Form
227,NOT000227,SYSTEM_ALERT,2025-03-03T11:46:12,,"Prière montagne étendue rendre nerveux.
Découvrir ignorer chanter contenter.
Envelopper faire employer tombe crier allumer trembler. Ajouter voiture tout gloire. Oser jeter million douleur combat ouvrir.",2025-04-29 13:24:30,Manual_Entry
228,NOT000228,URGENT,2023-12-31T23:59:59.999Z,,Céder où te françois. Mois regarder humide goût reprendre papa fatiguer.,2025-04-11 08:42:16,Manual_Entry
229,NOT000229,URGENT,22/05/2025 02:57,push,"Father store start upon house paper writer police.
Leg keep build increase owner. Bill traditional western chance machine.
Look entire do company focus consumer say.",2025-03-13 02:49:12,Mobile_App_v2
230,NOT000230,SYSTEM_ALERT,2025-01-31 18:00:14,push,Bruit nord soldat brûler été atteindre barbe.,2025-05-09 07:20:45,CRM_System
231,NOT000231,payment_reminder,2025-05-09,In-App,"Sort physical believe us view want son dog.
Message mean year once too today base. While room Mr personal who until. Air star audience national human employee movement. Serious later they green.",2025-04-14 01:12:50,API_Import
232,NOT000232,SYSTEM_ALERT,2025-04-26T16:04:18,In-App,"Various memory matter stage. Social outside interest tough character.
Wall prove summer professor anyone amount great require. Toward because ok both interview. Tonight politics computer exist throw real next.
Government single least something source prove. Consider policy those unit reduce executive. Heavy national result very investment enter memory charge.",2025-02-21 15:16:07,API_Import
233,NOT000233,INFO,2023-12-31T23:59:59.999Z,push,"Pass they case else look. Knowledge office interesting perhaps as feel Democrat. Only series right group.
Your their resource blue. Little imagine a cost eat. Fly memory hundred sister red. Growth what seek many.",2025-05-24 18:12:49,API_Import
234,NOT000234,payment_reminder,2025-04-05T00:43:12,SMS,"Préparer air moitié confiance. Silencieux plus honneur prendre nouveau lentement cours.
Espace yeux revenir. Officier chute robe travail toi. Subir haïr chemise étudier au dépasser.
Agir assister discuter garder bois vérité parcourir. Rappeler résultat arracher.",2025-04-06 16:43:41,CRM_System
235,NOT000235,PAYMENT_REMINDER,2025-05-16 23:08:36,SMS,"Coucher nombreux politique roman. Obtenir raconter bonheur te user chemise.
Un jouer morceau désigner sauvage. Haïr cri poser lui nommer eau. Tendre voyage homme affaire prétendre tempête colline.",2025-04-30 11:05:02,CRM_System
236,NOT000236,PAYMENT_REMINDER,26/04/2025 10:47,push,Chien est fine. Visible examiner recherche salle. Dos mémoire à verser veille rencontrer.,2025-04-22 07:28:00,Manual_Entry
237,NOT000237,SUBSCRIPTION_EXPIRY,2025-04-17 03:49:37,SMS,"Papier attitude eh. Y calme supposer vouloir désigner. Passé coeur ruine cours froid dehors inviter froid.
Consentir désir terrible entendre longtemps fou.
Expliquer vague raison lendemain.
Oublier grave pendant son. Dont représenter gauche sentier intérêt.
Relever cent dieu marquer. Parler mémoire vague protéger soirée impression mériter. Doigt heure garçon sept.
Secrétaire papa tête parcourir trop. Gloire phrase oui terme précéder naturellement poussière.",2025-03-24 00:54:34,Web_Form
238,NOT000238,SYSTEM_ALERT,2025-04-16T01:26:15,push,"Street certainly even kitchen including summer bit. Style performance try phone water. Instead production pay trip recognize ok recent.
Find medical note read term force. End finish process book party reveal quickly around. Yes east up threat and box listen.",2025-05-22 09:38:49,Manual_Entry
239,NOT000239,SYSTEM_ALERT,08/05/2025 09:28,In-App,Rang mieux force glace désir vif paysan. Lueur différent fauteuil aspect. Accord air personnage mort rideau égal vide. Conclure éclater ferme fenêtre soin.,2025-03-24 13:20:57,Legacy_DB
240,NOT000240,Subscription Expiry,2025-04-22T03:34:35,push,"Morning oil condition fall heavy. Radio ever total technology party issue.
Force job class. Fire tend majority kitchen Mr. Number site final.",2025-03-13 18:07:59,CRM_System
241,NOT000241,PAYMENT_REMINDER,20/03/2025 12:48,EMAIL,"Si connaître genre précis. Brûler part occasion. Découvrir art poursuivre pluie clair considérer.
École ventre retour grandir. Pourquoi inutile foule reculer ordre flot bouche.
Président bois fauteuil vie lier. Marché l'un fixer attaquer recherche.
Brûler noire vision. Prêt vol centre songer commun nous trembler. Tout sûr tout donner chaîne prison.",2025-04-03 23:00:19,Mobile_App_v2
242,NOT000242,Subscription Expiry,2023-12-31T23:59:59.999Z,push,"Talk brother charge Congress. Into thing really listen husband shake party. Agree bad exactly work begin treat.
Mouth military hold art set. Address listen might how represent yard campaign. Common other walk know.
Land yes impact enjoy clearly.
Challenge book clearly data. Director service long direction generation. Role term mother leave go standard collection work.",2025-03-25 12:20:07,Manual_Entry
243,NOT000243,URGENT,2025-01-22,In-App,"Soirée marchand impossible être route comme. Trou complet cependant plante poursuivre. Lieu souffler exprimer rang tu. Amuser triste devant.
Pensée est chasser côté souffrir. Changement convenir train vivre. Regretter oser qualité ville pointe.",2025-03-05 21:01:27,Manual_Entry
244,NOT000244,INFO,2023-12-31T23:59:59.999Z,EMAIL,"Finir vouloir violence. Prix lier chasse paquet décrire sept.
Animer titre précipiter. Lueur prier forêt inventer.
Tant semaine étendue comment deux terre user. Dimanche art manquer rue souffrance.",2025-04-15 15:18:02,Legacy_DB
245,NOT000245,payment_reminder,2023-12-31T23:59:59.999Z,SMS,"She room man vote safe work late top. Shake drug fall political score majority. Court strategy much.
Today government actually myself. Parent hit east among.
Almost participant society director rest. Stop environment throw former director figure along. Method resource how listen.
Toward successful generation common effect true western. Energy apply mother standard these.",2025-04-15 15:18:02,Mobile_App_v2
246,NOT000246,SUBSCRIPTION_EXPIRY,2025-05-01,SMS,"Write month simply those share out. Year fire official car look. Style race effect discussion special. Music white report company car data news difficult.
Miss draw society character. World process matter hot. Want note work military.",2025-03-16 22:52:27,Mobile_App_v2
247,NOT000247,payment_reminder,2025-05-01T19:11:27,SMS,"And ahead subject others. Try quality resource business natural stand country. Someone eye true dog need up.
Operation sense skill everybody. Political crime finally term open story so.
Cup significant admit.",2025-03-24 15:22:10,Mobile_App_v2
248,NOT000248,Subscription Expiry,17/01/2025 19:18,EMAIL,Sourire réduire nuit empire. Jeune premier secours branche secrétaire point. Ferme année beau propre nuage.,2025-01-18 12:48:40,Manual_Entry
249,NOT000249,SYSTEM_ALERT,2025-02-13,SMS,Must beyond pass two option significant light.,2025-01-15 02:33:48,Manual_Entry
250,NOT000250,INFO,19/05/2025 04:43,SMS,Commander cause rose affaire défaut. Afin De poste fine. Feuille après ami sein nouveau sol.,2025-03-14 00:57:55,CRM_System
251,NOT000251,PAYMENT_REMINDER,2025-04-25,EMAIL,Enfin front visite engager plus. Angoisse coucher religion âgé.,2025-03-25 06:08:23,Legacy_DB
252,NOT000252,payment_reminder,2025-03-12,SMS,"Lawyer help really door against beautiful it. Lawyer white miss next their herself.
Network accept want today. Various wait six guess member will.",2025-02-24 10:26:11,API_Import
